age,job,marital,education,default credit,balance,housing,loan,contact,duration,poutcome,y
59,housemaid,divorced,secondary,no,122,no,no,cellular,129,unknown,no
36,management,married,tertiary,no,287,yes,yes,cellular,119,unknown,no
33,student,single,tertiary,no,71,no,no,cellular,94,unknown,no
45,services,married,secondary,no,24,yes,no,cellular,192,unknown,no
27,admin.,single,secondary,no,454,no,yes,cellular,331,unknown,no
36,blue-collar,married,secondary,no,-231,no,yes,cellular,779,unknown,no
29,management,married,tertiary,no,0,yes,no,telephone,91,unknown,no
43,entrepreneur,married,tertiary,no,1,yes,yes,cellular,61,unknown,no
35,management,married,tertiary,no,300,yes,no,cellular,555,unknown,no
41,admin.,married,tertiary,no,226,yes,no,cellular,157,unknown,no
25,technician,single,secondary,no,534,no,no,cellular,167,unknown,no
36,management,single,tertiary,no,112,yes,no,cellular,83,unknown,no
43,technician,single,tertiary,no,1154,no,no,cellular,603,unknown,no
60,management,married,primary,no,0,yes,no,cellular,111,unknown,no
31,unemployed,married,secondary,no,31,yes,no,cellular,211,unknown,no
38,housemaid,married,secondary,no,0,no,no,cellular,105,unknown,no
37,management,divorced,tertiary,no,1775,no,no,cellular,514,unknown,yes
35,entrepreneur,married,secondary,no,313,yes,no,cellular,479,unknown,no
49,retired,divorced,secondary,no,-268,yes,no,cellular,111,unknown,no
45,management,married,tertiary,no,0,no,yes,cellular,112,unknown,no
49,services,married,unknown,no,463,yes,no,telephone,541,unknown,no
44,entrepreneur,married,secondary,no,4389,yes,no,cellular,149,unknown,no
32,blue-collar,divorced,primary,no,142,yes,no,cellular,257,unknown,no
57,blue-collar,divorced,secondary,no,1103,yes,no,cellular,98,unknown,no
40,management,married,tertiary,no,-37,no,yes,cellular,408,unknown,no
32,technician,married,tertiary,no,4654,yes,yes,cellular,134,unknown,no
36,entrepreneur,married,tertiary,no,84,no,yes,cellular,306,unknown,no
48,admin.,married,secondary,no,3064,yes,no,telephone,159,unknown,no
31,blue-collar,married,secondary,no,0,no,yes,telephone,275,unknown,no
54,retired,married,tertiary,no,4104,no,no,cellular,68,unknown,no
53,technician,divorced,secondary,no,0,yes,yes,cellular,135,unknown,no
30,blue-collar,single,primary,no,0,no,no,cellular,716,unknown,yes
42,technician,married,secondary,no,0,yes,yes,cellular,257,unknown,no
39,management,divorced,tertiary,no,5009,yes,no,cellular,1083,unknown,no
41,blue-collar,divorced,primary,no,664,no,yes,cellular,955,unknown,yes
44,blue-collar,divorced,secondary,no,-1,no,yes,cellular,194,unknown,no
42,services,married,secondary,no,0,no,no,cellular,194,unknown,no
56,management,married,primary,no,17,yes,no,cellular,123,unknown,no
32,admin.,married,secondary,no,3,yes,yes,cellular,612,unknown,no
36,blue-collar,divorced,secondary,no,7051,no,yes,cellular,106,unknown,no
55,retired,married,primary,no,4459,no,no,cellular,85,unknown,no
31,blue-collar,married,primary,no,0,yes,no,telephone,237,unknown,no
31,technician,married,secondary,no,303,yes,no,cellular,196,unknown,no
39,blue-collar,married,secondary,no,345,yes,no,cellular,179,unknown,no
41,blue-collar,married,primary,no,8,yes,no,cellular,155,unknown,no
40,management,married,secondary,no,4025,yes,no,cellular,107,unknown,no
38,blue-collar,single,secondary,no,340,no,yes,cellular,260,unknown,no
36,services,divorced,secondary,yes,0,no,yes,cellular,687,unknown,yes
39,admin.,married,secondary,no,1388,yes,no,cellular,150,unknown,no
28,admin.,married,secondary,no,317,yes,no,cellular,673,unknown,no
30,admin.,married,secondary,no,0,no,no,cellular,127,unknown,no
54,retired,divorced,secondary,no,13,yes,no,cellular,197,unknown,no
49,blue-collar,divorced,secondary,no,4177,yes,no,cellular,275,unknown,no
36,services,married,secondary,no,297,yes,yes,cellular,157,unknown,no
50,admin.,married,secondary,no,219,yes,no,cellular,419,unknown,no
38,technician,married,secondary,no,0,yes,yes,cellular,146,unknown,no
38,technician,divorced,tertiary,no,1425,yes,no,cellular,347,unknown,no
36,entrepreneur,married,secondary,no,185,yes,no,cellular,136,unknown,no
54,blue-collar,married,primary,no,126,yes,no,cellular,357,unknown,no
35,admin.,single,tertiary,no,2622,no,no,cellular,374,unknown,no
33,admin.,married,secondary,no,0,yes,no,cellular,120,unknown,no
35,admin.,married,secondary,no,348,yes,yes,cellular,323,unknown,no
31,self-employed,single,secondary,no,0,yes,no,cellular,364,unknown,no
36,blue-collar,married,secondary,no,3420,yes,no,cellular,98,unknown,no
30,management,married,tertiary,no,11,no,no,cellular,84,unknown,no
45,technician,married,secondary,no,1786,yes,yes,telephone,78,unknown,no
50,management,married,tertiary,no,2629,yes,no,telephone,59,unknown,no
45,blue-collar,single,primary,yes,-183,no,yes,cellular,395,unknown,no
39,technician,single,tertiary,no,1531,no,no,telephone,543,unknown,no
58,retired,married,secondary,no,19,no,yes,cellular,106,unknown,no
54,entrepreneur,married,secondary,no,0,no,yes,cellular,209,unknown,no
37,blue-collar,married,primary,no,20,no,yes,telephone,469,unknown,no
31,management,divorced,secondary,no,0,yes,no,cellular,216,unknown,no
46,entrepreneur,divorced,secondary,no,-563,no,yes,cellular,769,unknown,yes
37,technician,married,secondary,no,729,yes,no,cellular,115,unknown,no
29,student,single,tertiary,no,5,no,no,cellular,889,unknown,yes
35,management,single,tertiary,no,635,no,no,cellular,547,unknown,no
25,blue-collar,married,secondary,no,0,no,yes,cellular,1424,unknown,yes
35,management,married,secondary,no,0,yes,no,cellular,490,unknown,no
39,management,married,tertiary,no,285,yes,no,cellular,838,unknown,yes
40,services,married,secondary,no,884,no,no,cellular,166,unknown,no
58,retired,married,tertiary,no,4048,no,yes,cellular,270,unknown,no
46,entrepreneur,married,tertiary,no,406,yes,no,telephone,232,unknown,no
49,housemaid,married,primary,no,278,yes,no,telephone,112,unknown,no
36,admin.,married,secondary,no,898,no,no,cellular,118,unknown,no
33,technician,single,secondary,no,-325,yes,no,cellular,159,unknown,no
52,services,married,secondary,no,497,yes,no,telephone,265,unknown,no
42,blue-collar,divorced,secondary,no,667,yes,no,cellular,419,unknown,no
31,technician,married,secondary,no,0,no,yes,cellular,624,unknown,no
54,technician,divorced,secondary,no,765,yes,yes,cellular,812,unknown,no
44,management,married,tertiary,no,764,no,yes,cellular,97,unknown,no
47,student,single,unknown,no,107,no,no,telephone,119,unknown,no
27,entrepreneur,married,tertiary,no,139,no,no,cellular,448,unknown,yes
35,blue-collar,single,secondary,no,885,yes,no,cellular,632,unknown,yes
37,management,married,tertiary,no,6014,yes,no,cellular,163,unknown,no
51,blue-collar,married,secondary,no,463,yes,yes,cellular,114,unknown,no
38,management,single,tertiary,no,83,no,yes,telephone,32,unknown,no
52,admin.,married,secondary,no,82,yes,yes,telephone,1142,unknown,no
43,technician,single,secondary,no,326,yes,no,cellular,87,unknown,no
53,blue-collar,married,secondary,no,6258,yes,no,telephone,62,unknown,no
60,entrepreneur,married,secondary,no,480,no,yes,telephone,341,unknown,no
36,services,married,secondary,no,321,yes,no,cellular,160,unknown,no
25,blue-collar,single,secondary,no,377,no,no,cellular,1412,unknown,no
37,services,single,secondary,no,459,no,no,telephone,61,unknown,no
39,management,married,tertiary,no,0,no,no,telephone,41,unknown,no
36,services,married,secondary,no,0,yes,no,cellular,276,unknown,no
44,admin.,married,secondary,no,345,yes,no,telephone,208,unknown,no
45,management,married,tertiary,no,1063,yes,no,cellular,41,unknown,no
32,technician,single,secondary,no,210,yes,no,cellular,298,unknown,no
28,management,single,tertiary,no,0,yes,no,cellular,767,unknown,yes
36,management,married,tertiary,no,446,yes,no,telephone,174,unknown,no
29,blue-collar,married,secondary,no,0,yes,no,cellular,186,unknown,no
53,technician,married,secondary,no,2818,yes,no,cellular,350,unknown,no
48,services,married,secondary,no,300,no,yes,cellular,52,unknown,no
49,housemaid,married,primary,no,0,no,no,telephone,46,unknown,no
30,technician,married,unknown,no,0,yes,no,cellular,510,unknown,no
51,blue-collar,married,primary,no,-11,no,no,telephone,126,unknown,no
38,management,married,tertiary,no,500,yes,yes,cellular,81,unknown,no
37,technician,married,secondary,no,177,yes,no,cellular,464,unknown,no
44,services,married,secondary,no,850,no,yes,cellular,220,unknown,no
57,services,married,secondary,no,-37,no,yes,telephone,31,unknown,no
37,management,single,tertiary,no,2265,yes,no,cellular,64,unknown,no
45,management,married,tertiary,no,1293,no,no,telephone,188,unknown,no
33,services,married,secondary,no,346,yes,no,cellular,172,unknown,no
52,services,married,secondary,no,-888,no,no,cellular,135,unknown,no
33,unemployed,married,secondary,no,2,yes,no,cellular,132,unknown,no
28,services,single,secondary,no,0,no,yes,cellular,133,unknown,no
41,entrepreneur,married,tertiary,no,143,no,yes,cellular,141,unknown,no
35,blue-collar,married,secondary,no,4,yes,yes,cellular,130,unknown,no
32,housemaid,married,primary,no,67,yes,no,cellular,95,unknown,no
35,blue-collar,married,primary,no,319,yes,no,cellular,221,unknown,no
52,management,divorced,primary,no,92,no,yes,cellular,469,unknown,no
56,blue-collar,married,primary,no,563,no,no,telephone,51,unknown,no
34,blue-collar,single,secondary,no,855,yes,no,cellular,578,unknown,yes
51,retired,married,primary,no,34,yes,no,cellular,69,unknown,no
54,retired,divorced,secondary,no,2761,no,no,cellular,771,unknown,no
57,services,married,primary,no,1728,yes,no,telephone,164,unknown,no
56,blue-collar,married,secondary,no,0,no,yes,cellular,390,unknown,no
45,blue-collar,single,secondary,yes,0,no,yes,cellular,154,unknown,no
57,entrepreneur,married,tertiary,no,7699,no,yes,cellular,178,unknown,no
37,entrepreneur,married,primary,no,8,yes,yes,cellular,46,unknown,no
34,entrepreneur,married,tertiary,no,-28,yes,no,cellular,574,unknown,no
31,services,married,secondary,no,-230,yes,yes,cellular,715,unknown,no
47,technician,single,secondary,no,1710,no,yes,cellular,525,unknown,no
35,management,single,tertiary,no,-353,yes,no,cellular,70,unknown,no
31,technician,single,secondary,no,35,no,yes,cellular,229,unknown,no
29,blue-collar,single,unknown,no,694,yes,yes,cellular,1806,unknown,yes
42,technician,married,secondary,no,422,yes,no,cellular,400,unknown,no
26,admin.,divorced,secondary,no,1,no,no,cellular,92,unknown,no
33,blue-collar,married,primary,no,208,yes,no,cellular,284,unknown,no
36,management,married,tertiary,no,64,no,no,cellular,130,unknown,no
47,blue-collar,married,unknown,no,496,no,yes,cellular,151,unknown,no
37,technician,divorced,secondary,no,0,yes,no,cellular,46,unknown,no
56,management,divorced,tertiary,no,-563,no,no,cellular,79,unknown,no
31,self-employed,married,tertiary,no,81,yes,no,cellular,57,unknown,no
35,management,married,tertiary,no,-273,yes,no,cellular,344,unknown,no
34,management,single,tertiary,no,431,no,no,cellular,401,unknown,no
46,blue-collar,married,primary,no,327,no,yes,cellular,145,unknown,no
42,technician,married,secondary,no,11,yes,no,cellular,272,unknown,no
60,admin.,married,primary,no,686,yes,yes,cellular,122,unknown,no
32,blue-collar,divorced,secondary,no,8,yes,no,cellular,226,unknown,no
41,management,married,tertiary,no,0,no,yes,cellular,211,unknown,no
56,blue-collar,married,secondary,no,-199,no,yes,cellular,428,unknown,no
54,blue-collar,married,secondary,no,0,no,yes,cellular,156,unknown,no
29,management,married,tertiary,no,465,yes,no,cellular,191,unknown,no
31,management,single,tertiary,no,38279,no,no,cellular,225,unknown,no
27,management,single,tertiary,no,151,yes,no,cellular,496,unknown,yes
32,technician,single,secondary,yes,0,no,yes,cellular,195,unknown,no
25,services,single,tertiary,no,130,yes,no,cellular,49,unknown,no
26,technician,single,secondary,no,354,no,no,cellular,586,unknown,yes
40,self-employed,single,tertiary,no,-94,yes,no,cellular,90,unknown,no
36,management,married,tertiary,no,673,yes,no,cellular,689,unknown,yes
51,services,married,secondary,no,1605,yes,no,cellular,94,unknown,no
58,management,married,tertiary,no,299,no,no,cellular,120,unknown,no
58,blue-collar,married,unknown,no,2516,yes,no,cellular,303,unknown,no
56,self-employed,married,secondary,no,14,no,no,cellular,239,unknown,no
28,blue-collar,married,primary,no,0,yes,no,cellular,129,unknown,no
45,blue-collar,married,primary,no,512,no,no,telephone,98,unknown,no
44,blue-collar,married,primary,no,1265,yes,no,cellular,555,unknown,yes
28,admin.,married,secondary,yes,105,no,no,cellular,130,unknown,no
45,technician,single,secondary,no,-55,no,no,cellular,124,unknown,no
39,blue-collar,married,tertiary,no,597,no,no,cellular,686,unknown,yes
40,admin.,married,secondary,no,0,no,no,cellular,29,unknown,no
39,entrepreneur,married,secondary,yes,0,no,no,cellular,528,unknown,no
26,self-employed,single,secondary,no,166,yes,no,cellular,83,unknown,no
59,management,married,tertiary,no,3998,yes,no,cellular,60,unknown,no
45,services,married,unknown,no,318,no,no,cellular,63,unknown,no
41,entrepreneur,married,tertiary,no,340,yes,no,cellular,206,unknown,no
37,blue-collar,married,secondary,no,0,no,no,cellular,1150,unknown,no
37,entrepreneur,married,tertiary,no,1027,yes,no,cellular,294,unknown,no
30,technician,married,secondary,no,-393,yes,yes,cellular,435,unknown,yes
36,management,single,tertiary,no,0,yes,no,cellular,155,unknown,no
25,services,single,secondary,no,93,no,no,cellular,130,unknown,no
57,management,married,tertiary,no,29,no,yes,cellular,294,unknown,no
26,blue-collar,single,secondary,no,-188,no,no,telephone,198,unknown,no
31,technician,divorced,secondary,no,105,yes,no,cellular,72,unknown,no
38,services,married,secondary,no,-768,yes,yes,cellular,57,unknown,no
36,blue-collar,married,secondary,no,324,yes,yes,cellular,830,unknown,yes
40,technician,married,secondary,no,6,yes,no,cellular,464,unknown,no
27,services,married,secondary,no,100,no,no,cellular,57,unknown,no
46,management,single,tertiary,no,2987,yes,no,cellular,318,unknown,no
37,housemaid,married,secondary,no,12939,yes,yes,cellular,39,unknown,no
31,unemployed,divorced,tertiary,no,256,yes,no,cellular,873,unknown,yes
57,retired,married,secondary,no,975,no,no,cellular,166,unknown,no
60,admin.,married,primary,no,-444,no,yes,cellular,227,unknown,no
45,management,married,tertiary,no,96,yes,no,cellular,202,unknown,no
37,technician,married,secondary,no,2707,yes,no,telephone,109,unknown,no
36,blue-collar,divorced,primary,no,17,yes,no,cellular,329,unknown,no
26,blue-collar,single,primary,no,-35,no,no,cellular,243,unknown,no
57,technician,married,primary,no,0,no,no,cellular,214,unknown,no
47,services,divorced,secondary,no,28,yes,no,cellular,142,unknown,no
31,services,single,secondary,no,85,no,no,cellular,151,unknown,no
50,management,married,tertiary,no,782,no,no,cellular,335,unknown,no
48,services,single,secondary,no,133,yes,yes,cellular,143,unknown,no
31,technician,single,tertiary,no,127,yes,no,cellular,122,unknown,no
48,self-employed,divorced,tertiary,no,41,yes,no,cellular,198,unknown,no
28,technician,married,secondary,no,272,no,yes,cellular,183,unknown,no
43,technician,married,secondary,no,714,yes,no,cellular,255,unknown,no
27,technician,married,tertiary,no,77,yes,no,cellular,143,unknown,no
39,management,divorced,tertiary,no,1315,yes,no,cellular,885,unknown,no
56,blue-collar,married,primary,no,0,yes,no,cellular,1222,unknown,yes
56,management,married,tertiary,no,23,yes,no,cellular,156,unknown,no
47,services,married,secondary,no,651,no,yes,cellular,325,unknown,no
30,management,married,tertiary,no,319,yes,yes,cellular,91,unknown,no
39,blue-collar,married,primary,no,50,no,no,cellular,147,unknown,no
57,retired,married,secondary,no,374,yes,yes,cellular,236,unknown,no
26,admin.,single,secondary,no,74,no,yes,cellular,419,unknown,no
60,admin.,single,secondary,no,646,yes,no,telephone,649,unknown,no
47,blue-collar,divorced,secondary,no,-4,yes,no,cellular,77,unknown,no
25,blue-collar,single,secondary,no,158,yes,yes,cellular,231,unknown,no
34,management,married,tertiary,no,557,yes,no,cellular,513,unknown,no
29,blue-collar,married,secondary,no,2870,yes,no,cellular,988,unknown,yes
35,blue-collar,married,secondary,no,975,yes,no,cellular,102,unknown,no
32,management,divorced,tertiary,no,219,yes,no,cellular,111,unknown,no
28,management,single,tertiary,no,1,yes,no,cellular,241,unknown,no
58,blue-collar,married,primary,no,0,no,no,telephone,558,unknown,no
48,retired,single,primary,no,119,no,yes,cellular,177,unknown,no
34,blue-collar,married,primary,no,602,yes,no,cellular,680,unknown,no
27,admin.,divorced,secondary,no,451,yes,no,cellular,652,unknown,yes
31,admin.,divorced,secondary,no,1210,no,no,cellular,350,unknown,no
25,admin.,single,secondary,no,-213,no,yes,cellular,592,unknown,no
32,management,single,tertiary,no,1010,yes,no,cellular,924,unknown,no
26,management,single,tertiary,no,55,no,yes,cellular,165,unknown,no
48,housemaid,married,primary,no,-31,yes,no,cellular,128,unknown,no
50,blue-collar,married,secondary,no,907,no,yes,cellular,68,unknown,no
31,management,single,tertiary,no,574,yes,no,cellular,410,unknown,no
45,management,married,tertiary,no,2,yes,no,cellular,192,unknown,no
47,blue-collar,divorced,secondary,no,25,no,yes,cellular,81,unknown,no
48,technician,married,secondary,no,268,no,no,cellular,128,unknown,no
38,entrepreneur,married,tertiary,no,4,yes,no,cellular,158,unknown,no
57,admin.,divorced,secondary,no,1403,yes,no,cellular,547,unknown,no
43,blue-collar,married,secondary,no,184,no,yes,cellular,1019,unknown,yes
38,technician,married,secondary,no,217,no,yes,cellular,93,unknown,no
33,housemaid,single,primary,no,39,yes,no,cellular,332,unknown,no
32,blue-collar,married,secondary,no,1905,yes,no,cellular,709,unknown,yes
39,services,married,secondary,no,1323,yes,yes,telephone,188,unknown,no
34,services,married,secondary,no,889,yes,no,cellular,417,unknown,no
30,admin.,single,secondary,no,-36,no,no,cellular,561,unknown,yes
54,blue-collar,married,secondary,yes,381,yes,yes,telephone,198,unknown,no
29,services,married,secondary,no,249,yes,no,cellular,346,unknown,no
26,admin.,single,secondary,yes,0,yes,no,cellular,157,unknown,no
35,management,married,tertiary,no,387,yes,no,cellular,254,unknown,no
44,technician,single,unknown,no,1431,no,no,cellular,199,unknown,no
43,retired,married,secondary,no,808,no,no,cellular,481,unknown,no
53,retired,married,secondary,no,366,no,yes,cellular,171,unknown,no
34,admin.,married,secondary,no,396,yes,no,cellular,101,unknown,no
56,unemployed,married,secondary,no,2629,no,no,cellular,293,unknown,no
38,technician,single,tertiary,no,1314,yes,yes,cellular,378,unknown,no
39,housemaid,married,primary,no,0,yes,no,telephone,129,unknown,no
32,admin.,married,secondary,no,198,no,no,cellular,132,unknown,no
59,management,married,tertiary,no,2540,no,no,cellular,1432,unknown,no
40,management,married,tertiary,no,0,yes,no,telephone,87,unknown,no
45,housemaid,married,secondary,no,258,yes,no,cellular,287,unknown,no
38,blue-collar,married,secondary,no,329,yes,yes,cellular,111,unknown,no
32,admin.,married,secondary,no,0,no,no,cellular,141,unknown,no
51,blue-collar,divorced,primary,no,1927,no,yes,cellular,322,unknown,no
36,management,single,tertiary,no,548,yes,no,cellular,254,unknown,no
50,management,married,secondary,no,1165,no,no,cellular,455,unknown,yes
33,management,married,tertiary,no,4,yes,no,cellular,285,unknown,no
60,blue-collar,married,primary,no,1477,yes,no,cellular,69,unknown,no
39,management,married,tertiary,yes,-1586,yes,yes,cellular,89,unknown,no
40,blue-collar,married,secondary,no,-839,yes,yes,cellular,1018,unknown,yes
40,management,married,secondary,no,394,yes,no,cellular,60,unknown,no
59,blue-collar,divorced,primary,no,1228,no,yes,cellular,57,unknown,no
45,admin.,married,secondary,no,248,no,no,cellular,212,unknown,no
33,management,married,tertiary,no,296,no,no,cellular,90,unknown,no
43,entrepreneur,single,secondary,no,5705,no,yes,cellular,173,unknown,no
42,services,married,secondary,no,3465,yes,yes,cellular,1039,unknown,yes
31,admin.,married,secondary,no,5,yes,yes,cellular,101,unknown,no
32,housemaid,married,primary,no,91,yes,no,cellular,110,unknown,no
58,housemaid,single,tertiary,no,145,yes,yes,cellular,128,unknown,no
40,technician,single,secondary,no,641,no,no,cellular,156,unknown,no
41,entrepreneur,married,tertiary,no,2249,yes,no,telephone,231,unknown,no
38,management,married,secondary,no,3500,yes,no,cellular,406,unknown,no
32,admin.,single,secondary,no,116,no,yes,cellular,255,unknown,no
55,admin.,married,secondary,no,-480,no,no,cellular,538,unknown,no
43,technician,married,secondary,no,381,yes,no,cellular,191,unknown,no
54,management,married,tertiary,no,0,no,no,cellular,118,unknown,no
41,self-employed,married,secondary,no,634,yes,no,cellular,239,unknown,no
44,technician,married,secondary,no,106,yes,no,cellular,164,unknown,no
59,admin.,married,primary,no,4387,yes,no,telephone,73,unknown,no
32,technician,single,secondary,no,-138,no,no,cellular,278,unknown,no
29,admin.,married,secondary,no,73,yes,no,cellular,252,unknown,no
40,technician,married,secondary,no,-357,yes,no,cellular,700,unknown,yes
36,blue-collar,divorced,secondary,no,1305,yes,no,cellular,345,unknown,no
47,technician,single,secondary,no,80,yes,no,cellular,169,unknown,no
37,blue-collar,married,primary,no,61,yes,no,cellular,156,unknown,no
27,student,married,secondary,no,119,yes,no,cellular,781,unknown,yes
38,services,married,secondary,no,123,yes,yes,telephone,202,unknown,no
28,student,single,tertiary,no,61,yes,no,cellular,401,unknown,no
35,management,married,tertiary,no,36,no,yes,cellular,1656,unknown,yes
60,admin.,divorced,secondary,no,0,no,yes,telephone,357,unknown,no
55,entrepreneur,married,tertiary,no,12731,yes,no,cellular,159,unknown,no
34,blue-collar,married,primary,no,425,yes,no,cellular,1389,unknown,no
31,admin.,single,secondary,no,0,yes,no,cellular,1056,unknown,no
32,self-employed,married,secondary,no,-1668,yes,yes,cellular,166,unknown,no
31,services,married,secondary,yes,-455,no,yes,cellular,168,unknown,no
59,management,divorced,tertiary,no,-232,no,yes,cellular,97,unknown,no
40,blue-collar,married,primary,no,1206,no,yes,telephone,201,unknown,no
39,self-employed,married,tertiary,no,1238,yes,no,cellular,212,unknown,no
48,entrepreneur,married,secondary,no,151,no,no,cellular,191,unknown,no
25,blue-collar,single,secondary,no,195,no,no,cellular,1339,unknown,no
59,management,married,tertiary,no,220,yes,no,telephone,30,unknown,no
29,admin.,single,secondary,no,454,no,no,telephone,127,unknown,no
42,technician,married,secondary,no,166,no,no,cellular,319,unknown,no
38,admin.,married,secondary,no,0,yes,no,telephone,284,unknown,no
38,admin.,married,secondary,no,0,yes,no,telephone,264,unknown,no
58,retired,married,primary,no,91,no,yes,cellular,204,unknown,no
38,services,married,secondary,no,0,no,yes,cellular,1473,unknown,no
31,management,married,tertiary,yes,-1038,yes,no,cellular,255,unknown,no
37,admin.,married,secondary,no,764,yes,no,cellular,108,unknown,no
32,admin.,married,secondary,no,0,yes,no,cellular,524,unknown,no
55,blue-collar,married,secondary,no,3919,no,no,cellular,26,unknown,no
37,blue-collar,married,secondary,no,680,yes,yes,cellular,613,unknown,no
45,technician,married,secondary,no,-312,yes,no,cellular,268,unknown,no
29,management,married,tertiary,no,16,yes,no,cellular,605,unknown,no
33,services,single,primary,no,92,yes,no,cellular,63,unknown,no
49,retired,married,primary,no,1672,no,no,cellular,128,unknown,no
36,technician,married,secondary,no,522,yes,no,cellular,185,unknown,no
47,unemployed,married,secondary,no,49,yes,no,cellular,66,unknown,no
59,management,married,primary,no,120,no,yes,cellular,102,unknown,no
42,retired,married,primary,no,127,no,yes,cellular,199,unknown,no
38,blue-collar,single,tertiary,no,14058,no,no,telephone,293,unknown,no
51,services,married,primary,no,320,no,yes,cellular,59,unknown,no
37,blue-collar,married,secondary,no,-26,no,no,telephone,209,unknown,no
39,self-employed,married,secondary,no,167,yes,yes,cellular,330,unknown,no
51,blue-collar,married,primary,no,0,no,yes,telephone,299,unknown,no
27,management,married,tertiary,no,4909,no,yes,cellular,159,unknown,no
43,management,married,primary,no,1880,yes,no,cellular,63,unknown,no
37,technician,married,secondary,no,1142,yes,no,cellular,309,unknown,no
49,management,married,tertiary,no,78,no,yes,cellular,257,unknown,no
37,services,single,secondary,no,43,yes,no,cellular,36,unknown,no
52,technician,married,secondary,no,272,no,yes,cellular,53,unknown,no
42,blue-collar,married,primary,no,0,yes,no,cellular,71,unknown,no
34,blue-collar,married,secondary,no,808,yes,yes,cellular,20,unknown,no
37,management,married,secondary,yes,33,no,yes,cellular,117,unknown,no
50,blue-collar,married,secondary,no,1832,yes,no,cellular,80,unknown,no
48,admin.,married,secondary,no,0,yes,no,cellular,109,unknown,no
49,management,married,tertiary,no,964,yes,yes,cellular,201,unknown,no
42,services,married,primary,no,0,no,no,cellular,397,unknown,no
39,admin.,married,secondary,no,0,yes,no,cellular,69,unknown,no
58,blue-collar,divorced,secondary,no,543,no,yes,telephone,264,unknown,no
31,technician,single,tertiary,no,0,yes,no,cellular,90,unknown,no
34,management,married,secondary,no,29,no,yes,cellular,94,unknown,no
52,entrepreneur,married,secondary,no,10,no,yes,cellular,72,unknown,no
43,entrepreneur,married,secondary,no,556,yes,no,cellular,317,unknown,no
26,blue-collar,married,secondary,no,-11,yes,yes,cellular,1150,unknown,yes
36,technician,married,secondary,no,-179,yes,no,cellular,144,unknown,no
26,entrepreneur,married,secondary,no,-142,yes,no,cellular,126,unknown,no
34,services,married,secondary,no,40,yes,no,cellular,302,unknown,no
49,technician,married,tertiary,no,80,no,no,cellular,123,unknown,no
27,admin.,single,secondary,no,180,no,yes,cellular,114,unknown,no
29,blue-collar,married,secondary,no,723,no,yes,cellular,235,unknown,no
44,blue-collar,married,primary,no,10,yes,no,cellular,196,unknown,no
40,services,married,secondary,no,518,no,no,telephone,84,unknown,no
36,management,married,tertiary,no,-633,yes,no,cellular,106,unknown,no
32,management,married,tertiary,no,958,yes,no,telephone,151,unknown,no
30,services,married,secondary,no,7032,no,no,cellular,102,unknown,no
55,retired,married,secondary,no,119,no,yes,cellular,521,unknown,no
32,management,married,tertiary,no,710,yes,no,cellular,181,unknown,no
35,admin.,married,secondary,no,0,no,no,cellular,80,unknown,no
37,self-employed,married,secondary,yes,0,yes,no,cellular,158,unknown,no
53,services,married,secondary,no,0,yes,no,cellular,187,unknown,no
55,retired,divorced,secondary,no,138,no,no,cellular,205,unknown,no
46,entrepreneur,married,secondary,no,294,yes,no,cellular,228,unknown,no
26,blue-collar,single,secondary,no,4146,no,no,cellular,628,unknown,no
51,technician,married,secondary,no,563,yes,no,cellular,117,unknown,no
55,unemployed,divorced,secondary,no,79,yes,no,cellular,418,unknown,no
40,admin.,married,secondary,no,-769,yes,yes,cellular,64,unknown,no
60,entrepreneur,married,primary,no,83,yes,no,cellular,302,unknown,no
35,housemaid,married,primary,no,113,yes,no,cellular,923,unknown,yes
41,housemaid,married,primary,no,15,no,yes,telephone,17,unknown,no
42,admin.,married,secondary,no,1279,yes,no,cellular,50,unknown,no
36,blue-collar,married,secondary,no,0,yes,no,cellular,72,unknown,no
27,housemaid,married,secondary,no,0,no,yes,cellular,72,unknown,no
52,admin.,divorced,secondary,no,1426,no,no,cellular,115,unknown,no
36,services,single,secondary,no,80,no,yes,cellular,258,unknown,no
30,services,married,secondary,no,1286,yes,yes,cellular,544,unknown,no
30,management,married,tertiary,no,3134,yes,no,cellular,124,unknown,no
52,blue-collar,married,secondary,no,1405,no,yes,cellular,753,unknown,yes
42,technician,single,secondary,no,1977,no,no,cellular,72,unknown,no
45,management,married,tertiary,no,668,no,yes,cellular,391,unknown,no
32,admin.,divorced,secondary,no,2017,no,yes,cellular,686,unknown,no
42,services,divorced,secondary,no,138,no,no,cellular,324,unknown,no
42,admin.,single,tertiary,no,168,yes,no,cellular,295,unknown,no
30,management,single,tertiary,no,4,yes,no,cellular,284,unknown,no
31,technician,single,unknown,no,187,no,no,cellular,86,unknown,no
48,blue-collar,married,secondary,no,1513,no,yes,cellular,1171,unknown,no
42,blue-collar,married,secondary,no,5639,yes,no,cellular,430,unknown,no
46,management,divorced,tertiary,no,-154,no,no,cellular,201,unknown,no
38,management,divorced,tertiary,no,151,yes,no,cellular,50,unknown,no
46,admin.,divorced,primary,no,509,no,no,cellular,272,unknown,no
33,blue-collar,married,secondary,no,-260,yes,yes,cellular,224,unknown,no
56,blue-collar,married,primary,no,0,yes,no,cellular,82,unknown,no
34,admin.,married,secondary,no,255,no,yes,telephone,344,unknown,no
